"ID","time_car","cost_car","time_bus","cost_bus","access_bus","time_air","cost_air","access_air","service_air","time_rail","cost_rail","access_rail","service_rail","choice"
1529,345,35,390,20,25,80,50,55,"food",130,65,5,"wifi","rail"
1530,275,40,360,25,25,80,80,40,"wifi",140,55,20,"no-frills","car"
1531,275,45,420,20,15,80,80,40,"wifi",130,35,15,"food","rail"
1532,250,50,420,20,20,60,110,35,"food",140,55,25,"no-frills","car"
1533,390,30,420,20,20,50,65,55,"no-frills",130,75,10,"wifi","air"
1534,250,35,420,20,15,80,80,45,"no-frills",155,55,20,"wifi","car"
1535,300,35,300,30,20,80,95,35,"food",140,45,20,"wifi","rail"
1536,390,35,390,15,5,50,110,50,"food",140,75,20,"no-frills","car"
1537,275,50,360,15,5,80,110,35,"wifi",155,35,20,"no-frills","rail"
1538,300,40,390,20,20,50,65,55,"wifi",170,45,5,"no-frills","rail"
1539,345,45,345,25,20,70,110,35,"food",130,45,10,"no-frills","rail"
1540,275,50,420,15,5,50,50,55,"no-frills",120,75,5,"food","air"
1541,390,35,390,20,15,50,50,45,"wifi",155,55,15,"food","air"
1542,345,40,390,25,25,60,110,40,"food",130,45,10,"no-frills","rail"
1543,345,40,390,25,20,50,80,50,"food",140,45,10,"wifi","car"
1544,300,50,420,15,20,50,110,45,"wifi",130,75,10,"food","air"
1545,390,30,420,15,5,60,110,40,"wifi",140,65,25,"no-frills","rail"
1546,345,40,345,35,25,80,80,45,"food",120,45,10,"no-frills","rail"
1547,300,40,390,25,20,60,65,55,"food",170,45,15,"wifi","rail"
1548,300,50,390,15,10,60,50,55,"food",140,65,5,"no-frills","air"
1549,345,45,360,30,25,90,95,40,"wifi",120,45,10,"food","rail"
1550,250,35,360,20,5,70,95,40,"food",170,45,25,"wifi","rail"
1551,390,30,390,15,10,70,110,40,"no-frills",120,65,25,"food","rail"
1552,250,50,330,15,10,70,95,45,"food",140,65,20,"no-frills","rail"
1553,390,30,390,35,10,50,65,55,"no-frills",140,75,10,"food","air"
1554,345,40,360,25,20,90,50,55,"wifi",140,35,5,"food","air"
1555,275,50,390,25,20,70,80,40,"no-frills",140,35,15,"food","rail"
1556,390,40,390,25,5,60,110,50,"wifi",130,75,15,"no-frills","rail"
1557,390,40,390,20,5,60,110,45,"no-frills",120,75,20,"food","bus"
1558,300,40,360,25,15,80,50,55,"wifi",170,35,5,"food","rail"
1559,345,30,345,35,15,70,95,40,"no-frills",155,55,20,"food","rail"
1560,275,40,300,30,5,70,65,45,"no-frills",170,35,25,"food","rail"
1561,345,35,345,35,20,90,50,35,"wifi",130,65,20,"food","car"
1562,300,50,330,30,15,50,65,55,"food",130,75,5,"wifi","car"
1563,345,35,390,25,25,50,50,55,"food",170,45,5,"wifi","rail"
1564,275,50,330,30,20,80,65,35,"wifi",155,55,20,"no-frills","air"
1565,300,45,330,30,10,60,80,55,"no-frills",140,45,10,"food","car"
1566,345,30,390,15,5,70,95,45,"no-frills",140,65,20,"food","bus"
1567,250,50,330,30,25,60,110,45,"food",120,75,10,"wifi","car"
1568,300,35,420,20,15,90,65,35,"food",170,35,25,"wifi","rail"
1569,275,50,330,35,20,80,65,55,"food",120,45,5,"no-frills","air"
1570,275,45,330,15,5,70,110,40,"wifi",170,55,25,"food","rail"
1571,275,45,390,15,25,70,80,55,"no-frills",155,35,5,"no-frills","car"
1572,300,45,300,15,10,60,110,40,"wifi",155,65,20,"no-frills","bus"
1573,390,35,390,35,10,60,95,45,"wifi",155,65,15,"food","car"
1574,275,40,360,30,20,50,80,50,"no-frills",155,55,5,"food","car"
1575,250,45,390,20,25,90,50,35,"wifi",170,35,15,"food","rail"
1576,275,40,360,30,10,70,65,50,"wifi",170,35,15,"food","car"
1577,275,30,390,25,15,90,65,40,"no-frills",155,65,25,"wifi","car"
1578,390,30,390,25,25,90,65,35,"food",120,65,15,"no-frills","rail"
1579,275,50,330,25,25,70,80,50,"no-frills",120,55,5,"food","car"
1580,390,35,420,15,25,60,110,35,"wifi",130,55,15,"no-frills","car"
1581,300,45,390,25,10,50,50,55,"wifi",170,45,5,"no-frills","air"
1582,345,30,345,35,5,50,110,45,"wifi",140,65,15,"no-frills","car"
1583,250,50,330,30,15,80,50,55,"wifi",130,55,10,"no-frills","air"
1584,275,50,360,25,10,70,65,50,"no-frills",120,65,10,"wifi","rail"
1585,300,30,330,35,15,70,95,50,"no-frills",140,75,25,"wifi","car"
1586,300,40,390,15,5,70,95,50,"wifi",130,75,10,"food","car"
1587,300,45,390,25,20,70,95,50,"food",120,35,10,"wifi","rail"
1588,275,30,420,20,20,80,95,35,"food",170,35,25,"wifi","rail"
1589,300,40,420,20,5,50,110,50,"wifi",155,65,20,"no-frills","bus"
1590,345,35,420,20,25,60,110,45,"wifi",170,35,15,"no-frills","rail"
1591,250,40,360,30,25,60,95,45,"no-frills",170,45,10,"wifi","rail"
1592,345,35,390,15,10,90,65,50,"food",155,35,10,"no-frills","car"
1593,390,35,390,15,5,50,95,40,"wifi",170,35,25,"food","rail"
1594,250,45,420,15,20,90,50,35,"food",140,65,25,"wifi","air"
1595,250,40,390,20,15,90,65,35,"food",170,35,25,"wifi","car"
1596,300,40,300,30,5,50,65,50,"no-frills",170,65,25,"wifi","car"
1597,390,30,390,15,10,70,95,45,"wifi",130,75,15,"food","rail"
1598,345,45,345,35,25,60,95,50,"food",120,45,5,"no-frills","rail"
1599,250,45,390,20,20,90,50,50,"no-frills",120,75,5,"wifi","air"
1600,390,30,420,15,20,90,65,35,"food",130,65,20,"no-frills","rail"
1601,250,45,390,15,10,80,65,50,"food",155,45,20,"no-frills","rail"
1602,390,40,390,15,10,60,110,35,"wifi",155,65,25,"no-frills","bus"
1603,250,45,330,30,10,80,50,45,"no-frills",155,65,15,"food","air"
1604,275,40,390,15,5,90,80,40,"food",130,65,20,"no-frills","bus"
1605,275,50,420,20,15,50,80,50,"no-frills",155,35,10,"food","rail"
1606,390,35,390,35,25,50,95,35,"no-frills",120,75,15,"wifi","rail"
1607,300,30,390,15,5,80,95,45,"food",155,45,25,"no-frills","rail"
1608,300,35,330,30,15,90,65,35,"food",155,45,20,"no-frills","rail"
1609,250,50,360,30,25,90,65,35,"food",120,55,25,"wifi","air"
1610,390,35,390,35,20,70,95,45,"no-frills",120,55,10,"no-frills","car"
1611,390,35,390,35,20,90,50,35,"no-frills",130,75,25,"wifi","air"
1612,300,30,300,35,10,80,110,40,"food",170,55,25,"wifi","rail"
1613,345,45,345,25,10,90,50,55,"wifi",130,35,5,"food","air"
1614,300,45,330,35,20,80,95,45,"no-frills",120,55,5,"food","car"
1615,345,30,420,15,15,60,65,55,"no-frills",170,45,10,"wifi","rail"
1616,345,30,420,20,15,80,80,50,"no-frills",120,75,10,"wifi","rail"
1617,250,50,360,20,5,80,80,40,"food",120,45,20,"wifi","car"
1618,275,35,360,30,15,90,80,35,"wifi",170,35,20,"food","rail"
1619,275,50,420,25,20,70,95,50,"no-frills",120,45,15,"food","rail"
1620,275,50,360,30,15,80,95,35,"no-frills",120,45,20,"wifi","car"
1621,300,45,300,30,10,80,50,55,"wifi",170,35,5,"food","rail"
1622,275,50,360,15,20,50,110,45,"wifi",130,65,15,"food","car"
1623,345,30,360,25,25,60,110,50,"food",140,75,5,"wifi","car"
1624,250,50,420,20,20,60,65,50,"no-frills",130,65,10,"wifi","car"
1625,250,45,360,20,10,90,50,40,"wifi",140,65,20,"food","bus"
1626,345,35,360,30,25,60,50,55,"wifi",140,55,5,"food","car"
1627,275,45,360,25,20,90,65,35,"wifi",130,55,20,"food","air"
1628,300,40,420,15,10,90,50,35,"no-frills",140,55,25,"food","car"
1629,390,30,390,25,5,90,50,50,"food",140,55,15,"no-frills","bus"
1630,345,40,345,35,10,90,65,40,"food",130,35,20,"no-frills","rail"
1631,345,35,345,35,10,60,95,40,"food",130,75,15,"wifi","car"
1632,345,45,345,30,25,80,110,40,"food",120,45,5,"no-frills","car"
1633,345,30,420,15,20,60,110,40,"wifi",170,35,15,"no-frills","rail"
1634,250,45,390,25,20,90,50,40,"wifi",155,55,20,"no-frills","car"
1635,300,45,300,35,5,60,110,50,"no-frills",155,65,20,"food","car"
1636,275,50,360,20,25,70,110,40,"no-frills",120,75,15,"food","car"
1637,345,30,345,30,15,80,50,50,"no-frills",155,55,10,"wifi","air"
1638,300,50,300,25,5,80,50,50,"wifi",130,75,15,"no-frills","air"
1639,390,30,390,15,10,70,95,45,"wifi",130,75,15,"food","car"
1640,345,45,345,35,25,60,95,50,"food",120,45,5,"no-frills","rail"
1641,250,45,390,20,20,90,50,50,"no-frills",120,75,5,"wifi","car"
1642,300,45,420,15,10,50,110,45,"wifi",130,75,15,"food","rail"
1643,390,30,420,15,20,90,65,35,"food",130,65,20,"no-frills","car"
1644,250,45,390,15,10,80,65,50,"food",155,45,20,"no-frills","air"
1645,250,45,330,30,10,80,50,45,"no-frills",155,65,15,"food","air"
1646,275,40,390,15,5,90,80,40,"food",130,65,20,"no-frills","car"
1647,275,50,420,20,15,50,80,50,"no-frills",155,35,10,"food","rail"
1648,345,50,360,30,20,50,80,55,"wifi",155,45,5,"food","rail"
1649,300,30,390,15,5,80,95,45,"food",155,45,25,"no-frills","rail"
1650,300,35,330,30,15,90,65,35,"food",155,45,20,"no-frills","car"
1651,250,50,360,30,25,90,65,35,"food",120,55,25,"wifi","rail"
1652,390,35,390,35,20,70,95,45,"no-frills",120,55,10,"no-frills","car"
1653,300,40,330,25,15,70,80,35,"food",170,35,25,"wifi","rail"
1654,345,40,345,30,15,90,50,35,"wifi",130,55,20,"food","air"
1655,390,35,390,35,5,70,95,45,"food",140,45,20,"no-frills","car"
1656,345,35,390,20,25,80,50,55,"food",130,65,5,"wifi","car"
1657,275,40,360,25,25,80,80,40,"wifi",140,55,20,"no-frills","rail"
1658,250,50,420,20,20,60,110,35,"food",140,55,25,"no-frills","car"
1659,390,30,420,20,20,50,65,55,"no-frills",130,75,10,"wifi","air"
1660,300,35,300,30,20,80,95,35,"food",140,45,20,"wifi","rail"
1661,390,30,390,20,10,50,65,50,"wifi",130,75,10,"no-frills","car"
1662,390,35,390,15,5,50,110,50,"food",140,75,20,"no-frills","bus"
1663,275,50,360,15,5,80,110,35,"wifi",155,35,20,"no-frills","bus"
1664,300,40,390,20,20,50,65,55,"wifi",170,45,5,"no-frills","rail"
1665,345,45,345,25,20,70,110,35,"food",130,45,10,"no-frills","bus"
1666,275,50,420,15,5,50,50,55,"no-frills",120,75,5,"food","bus"
1667,390,35,390,20,15,50,50,45,"wifi",155,55,15,"food","car"
1668,345,40,390,25,25,60,110,40,"food",130,45,10,"no-frills","rail"
1669,390,30,420,20,25,60,95,55,"wifi",130,55,5,"no-frills","car"
1670,345,40,390,25,20,50,80,50,"food",140,45,10,"wifi","car"
1671,300,50,420,15,20,50,110,45,"wifi",130,75,10,"food","car"
1672,345,40,345,35,25,80,80,45,"food",120,45,10,"no-frills","rail"
1673,300,40,390,25,20,60,65,55,"food",170,45,15,"wifi","rail"
1674,345,45,360,30,25,90,95,40,"wifi",120,45,10,"food","rail"
1675,275,50,360,30,15,50,50,50,"wifi",155,45,10,"no-frills","rail"
1676,250,35,360,20,5,70,95,40,"food",170,45,25,"wifi","car"
1677,390,30,390,15,10,70,110,40,"no-frills",120,65,25,"food","bus"
1678,250,50,330,15,10,70,95,45,"food",140,65,20,"no-frills","bus"
1679,390,30,390,35,10,50,65,55,"no-frills",140,75,10,"food","car"
1680,345,40,360,25,20,90,50,55,"wifi",140,35,5,"food","rail"
1681,250,30,330,35,25,90,80,35,"wifi",140,65,15,"no-frills","car"
1682,300,35,360,25,25,70,80,45,"no-frills",155,35,15,"wifi","rail"
1683,300,35,390,25,15,80,65,45,"no-frills",155,45,15,"food","rail"
1684,250,50,420,20,15,60,95,45,"no-frills",140,75,10,"food","bus"
1685,390,30,420,20,20,50,80,35,"wifi",130,65,25,"no-frills","air"
1686,390,35,390,35,25,70,110,45,"food",130,35,10,"no-frills","car"
1687,300,45,330,35,25,90,50,55,"food",120,65,5,"no-frills","air"
1688,300,40,330,25,15,80,50,50,"no-frills",155,35,5,"wifi","car"
1689,390,30,390,35,5,90,80,45,"food",120,55,15,"no-frills","rail"
1690,275,40,300,35,10,80,80,40,"no-frills",170,55,25,"wifi","bus"
1691,345,35,345,35,25,70,50,55,"food",170,45,5,"wifi","air"
1692,345,35,360,35,15,50,80,40,"food",120,75,10,"wifi","rail"
1693,250,50,300,35,5,50,95,50,"wifi",120,65,10,"no-frills","bus"
1694,345,40,345,30,20,60,65,55,"no-frills",155,45,5,"wifi","rail"
1695,275,50,330,35,20,80,65,55,"food",120,45,5,"no-frills","rail"
1696,275,45,330,15,5,70,110,40,"wifi",170,55,25,"food","rail"
1697,275,45,390,15,25,70,80,55,"no-frills",155,35,5,"no-frills","rail"
1698,300,45,300,15,10,60,110,40,"wifi",155,65,20,"no-frills","bus"
1699,390,35,390,35,10,60,95,45,"wifi",155,65,15,"food","rail"
1700,250,50,360,25,15,60,110,45,"food",120,65,20,"wifi","car"
1701,250,45,390,20,25,90,50,35,"wifi",170,35,15,"food","air"
1702,275,40,360,30,10,70,65,50,"wifi",170,35,15,"food","air"
1703,275,30,390,25,15,90,65,40,"no-frills",155,65,25,"wifi","air"
1704,390,30,390,25,25,90,65,35,"food",120,65,15,"no-frills","air"
1705,275,50,330,25,25,70,80,50,"no-frills",120,55,5,"food","rail"
1706,390,35,420,15,25,60,110,35,"wifi",130,55,15,"no-frills","rail"
1707,300,45,390,25,10,50,50,55,"wifi",170,45,5,"no-frills","air"
1708,250,40,300,30,15,80,80,40,"no-frills",140,75,20,"wifi","rail"
1709,300,40,330,25,15,70,80,35,"food",170,35,25,"wifi","air"
1710,345,40,345,30,15,90,50,35,"wifi",130,55,20,"food","car"
1711,390,35,390,35,5,70,95,45,"food",140,45,20,"no-frills","air"
1712,345,35,390,20,25,80,50,55,"food",130,65,5,"wifi","air"
1713,275,40,360,25,25,80,80,40,"wifi",140,55,20,"no-frills","rail"
1714,250,50,420,20,20,60,110,35,"food",140,55,25,"no-frills","car"
1715,390,30,420,20,20,50,65,55,"no-frills",130,75,10,"wifi","air"
1716,250,35,420,20,15,80,80,45,"no-frills",155,55,20,"wifi","rail"
1717,300,35,300,30,20,80,95,35,"food",140,45,20,"wifi","rail"
1718,390,30,390,20,10,50,65,50,"wifi",130,75,10,"no-frills","air"
1719,390,35,390,15,5,50,110,50,"food",140,75,20,"no-frills","rail"
1720,275,50,360,15,5,80,110,35,"wifi",155,35,20,"no-frills","car"
1721,300,40,390,20,20,50,65,55,"wifi",170,45,5,"no-frills","air"
1722,275,50,420,15,5,50,50,55,"no-frills",120,75,5,"food","air"
1723,250,45,360,20,10,90,50,40,"wifi",140,65,20,"food","air"
1724,345,35,360,30,25,60,50,55,"wifi",140,55,5,"food","air"
1725,275,45,360,25,20,90,65,35,"wifi",130,55,20,"food","car"
1726,300,40,420,15,10,90,50,35,"no-frills",140,55,25,"food","car"
1727,250,45,300,35,20,70,65,50,"no-frills",120,75,10,"wifi","car"
1728,390,30,390,25,5,90,50,50,"food",140,55,15,"no-frills","air"
1729,345,35,345,35,10,60,95,40,"food",130,75,15,"wifi","air"
1730,345,45,345,30,25,80,110,40,"food",120,45,5,"no-frills","rail"
1731,345,30,420,15,20,60,110,40,"wifi",170,35,15,"no-frills","rail"
1732,250,45,390,25,20,90,50,40,"wifi",155,55,20,"no-frills","car"
1733,300,45,300,35,5,60,110,50,"no-frills",155,65,20,"food","rail"
1734,275,50,360,20,25,70,110,40,"no-frills",120,75,15,"food","car"
1735,345,30,345,30,15,80,50,50,"no-frills",155,55,10,"wifi","rail"
1736,300,50,300,25,5,80,50,50,"wifi",130,75,15,"no-frills","air"
1737,250,45,300,25,5,70,80,35,"food",170,35,25,"wifi","rail"
1738,275,50,390,25,20,70,80,40,"no-frills",140,35,15,"food","rail"
1739,390,40,390,20,5,60,110,45,"no-frills",120,75,20,"food","rail"
1740,300,40,360,25,15,80,50,55,"wifi",170,35,5,"food","air"
1741,345,30,345,35,15,70,95,40,"no-frills",155,55,20,"food","air"
1742,275,40,300,30,5,70,65,45,"no-frills",170,35,25,"food","air"
1743,345,35,345,35,20,90,50,35,"wifi",130,65,20,"food","air"
1744,300,50,330,30,15,50,65,55,"food",130,75,5,"wifi","car"
1745,250,30,360,30,25,60,95,45,"no-frills",170,55,20,"food","car"
1746,275,50,330,30,20,80,65,35,"wifi",155,55,20,"no-frills","air"
1747,300,45,330,30,10,60,80,55,"no-frills",140,45,10,"food","car"
1748,345,30,390,15,5,70,95,45,"no-frills",140,65,20,"food","air"
1749,250,50,330,30,25,60,110,45,"food",120,75,10,"wifi","car"
1750,300,35,420,20,15,90,65,35,"food",170,35,25,"wifi","air"
1751,275,50,330,35,20,80,65,55,"food",120,45,5,"no-frills","rail"
1752,275,45,330,15,5,70,110,40,"wifi",170,55,25,"food","car"
1753,300,45,300,15,10,60,110,40,"wifi",155,65,20,"no-frills","bus"
1754,390,35,390,35,10,60,95,45,"wifi",155,65,15,"food","car"
1755,275,40,360,30,20,50,80,50,"no-frills",155,55,5,"food","car"
1756,250,50,360,25,15,60,110,45,"food",120,65,20,"wifi","rail"
1757,250,45,390,20,25,90,50,35,"wifi",170,35,15,"food","rail"
1758,275,30,390,25,15,90,65,40,"no-frills",155,65,25,"wifi","car"
1759,390,30,390,25,25,90,65,35,"food",120,65,15,"no-frills","rail"
1760,275,50,330,25,25,70,80,50,"no-frills",120,55,5,"food","car"
1761,390,35,420,15,25,60,110,35,"wifi",130,55,15,"no-frills","car"
1762,300,45,390,25,10,50,50,55,"wifi",170,45,5,"no-frills","car"
1763,345,30,345,35,5,50,110,45,"wifi",140,65,15,"no-frills","car"
1764,250,40,300,30,15,80,80,40,"no-frills",140,75,20,"wifi","car"
1765,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","rail"
1766,390,30,420,20,15,50,80,55,"wifi",140,55,5,"no-frills","rail"
1767,250,50,420,15,25,90,65,45,"no-frills",120,75,5,"food","air"
1768,300,30,390,20,5,70,110,40,"no-frills",155,75,25,"wifi","rail"
1769,250,40,330,35,10,90,80,40,"no-frills",170,35,25,"wifi","rail"
1770,275,45,300,30,25,50,95,45,"food",170,35,10,"wifi","rail"
1771,275,50,300,35,5,60,110,40,"wifi",120,75,15,"food","rail"
1772,250,45,330,20,10,70,80,45,"no-frills",170,45,20,"wifi","air"
1773,390,35,420,15,10,50,95,55,"food",140,55,10,"no-frills","air"
1774,345,35,360,30,5,70,110,40,"no-frills",140,45,25,"food","rail"
1775,345,45,390,25,25,80,65,55,"food",120,35,5,"no-frills","rail"
1776,250,50,390,20,15,60,80,55,"no-frills",130,75,15,"food","air"
1777,390,30,390,35,5,70,110,35,"wifi",170,35,25,"food","rail"
1778,300,45,420,25,15,80,50,50,"no-frills",140,55,10,"food","rail"
1779,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","rail"
1780,390,30,420,20,15,50,80,55,"wifi",140,55,5,"no-frills","air"
1781,250,50,420,15,25,90,65,45,"no-frills",120,75,5,"food","air"
1782,300,30,390,20,5,70,110,40,"no-frills",155,75,25,"wifi","rail"
1783,250,40,330,35,10,90,80,40,"no-frills",170,35,25,"wifi","rail"
1784,275,45,300,30,25,50,95,45,"food",170,35,10,"wifi","car"
1785,275,50,300,35,5,60,110,40,"wifi",120,75,15,"food","car"
1786,250,45,330,20,10,70,80,45,"no-frills",170,45,20,"wifi","car"
1787,390,35,420,15,10,50,95,55,"food",140,55,10,"no-frills","car"
1788,345,45,390,25,25,80,65,55,"food",120,35,5,"no-frills","rail"
1789,250,50,390,20,15,60,80,55,"no-frills",130,75,15,"food","car"
1790,390,30,390,35,5,70,110,35,"wifi",170,35,25,"food","rail"
1791,275,45,330,30,15,90,65,45,"no-frills",140,65,15,"wifi","air"
1792,300,45,420,25,15,80,50,50,"no-frills",140,55,10,"food","rail"
1793,345,35,360,30,25,60,50,55,"wifi",140,55,5,"food","rail"
1794,275,45,360,25,20,90,65,35,"wifi",130,55,20,"food","air"
1795,300,40,420,15,10,90,50,35,"no-frills",140,55,25,"food","air"
1796,250,45,300,35,20,70,65,50,"no-frills",120,75,10,"wifi","rail"
1797,390,30,390,25,5,90,50,50,"food",140,55,15,"no-frills","air"
1798,345,40,345,35,10,90,65,40,"food",130,35,20,"no-frills","rail"
1799,345,35,345,35,10,60,95,40,"food",130,75,15,"wifi","car"
1800,345,45,345,30,25,80,110,40,"food",120,45,5,"no-frills","rail"
1801,345,30,420,15,20,60,110,40,"wifi",170,35,15,"no-frills","car"
1802,250,40,300,35,10,80,95,40,"food",155,45,25,"no-frills","rail"
1803,300,45,300,35,5,60,110,50,"no-frills",155,65,20,"food","car"
1804,275,50,360,20,25,70,110,40,"no-frills",120,75,15,"food","car"
1805,345,30,345,30,15,80,50,50,"no-frills",155,55,10,"wifi","air"
1806,300,50,300,25,5,80,50,50,"wifi",130,75,15,"no-frills","rail"
1807,390,35,390,20,15,50,50,45,"wifi",155,55,15,"food","air"
1808,345,40,390,25,25,60,110,40,"food",130,45,10,"no-frills","bus"
1809,390,30,420,20,25,60,95,55,"wifi",130,55,5,"no-frills","car"
1810,345,40,390,25,20,50,80,50,"food",140,45,10,"wifi","rail"
1811,300,50,420,15,20,50,110,45,"wifi",130,75,10,"food","car"
1812,345,40,345,35,25,80,80,45,"food",120,45,10,"no-frills","car"
1813,300,40,390,25,20,60,65,55,"food",170,45,15,"wifi","rail"
1814,345,45,360,30,25,90,95,40,"wifi",120,45,10,"food","rail"
1815,275,50,360,30,15,50,50,50,"wifi",155,45,10,"no-frills","rail"
1816,250,35,360,20,5,70,95,40,"food",170,45,25,"wifi","bus"
1817,390,30,390,15,10,70,110,40,"no-frills",120,65,25,"food","car"
1818,250,50,330,15,10,70,95,45,"food",140,65,20,"no-frills","bus"
1819,390,30,390,35,10,50,65,55,"no-frills",140,75,10,"food","car"
1820,345,40,360,25,20,90,50,55,"wifi",140,35,5,"food","rail"
1821,275,50,330,35,20,80,65,55,"food",120,45,5,"no-frills","car"
1822,275,45,330,15,5,70,110,40,"wifi",170,55,25,"food","car"
1823,275,45,390,15,25,70,80,55,"no-frills",155,35,5,"no-frills","rail"
1824,300,45,300,15,10,60,110,40,"wifi",155,65,20,"no-frills","car"
1825,390,35,390,35,10,60,95,45,"wifi",155,65,15,"food","car"
1826,250,50,360,25,15,60,110,45,"food",120,65,20,"wifi","rail"
1827,250,45,390,20,25,90,50,35,"wifi",170,35,15,"food","car"
1828,275,40,360,30,10,70,65,50,"wifi",170,35,15,"food","car"
1829,275,30,390,25,15,90,65,40,"no-frills",155,65,25,"wifi","air"
1830,275,50,330,25,25,70,80,50,"no-frills",120,55,5,"food","rail"
1831,390,35,420,15,25,60,110,35,"wifi",130,55,15,"no-frills","car"
1832,300,45,390,25,10,50,50,55,"wifi",170,45,5,"no-frills","rail"
1833,345,30,345,35,5,50,110,45,"wifi",140,65,15,"no-frills","rail"
1834,250,40,300,30,15,80,80,40,"no-frills",140,75,20,"wifi","rail"
1835,250,50,330,30,15,80,50,55,"wifi",130,55,10,"no-frills","car"
1836,275,50,360,25,10,70,65,50,"no-frills",120,65,10,"wifi","rail"
1837,300,30,330,35,15,70,95,50,"no-frills",140,75,25,"wifi","car"
1838,390,30,390,30,10,80,80,35,"no-frills",130,65,25,"food","car"
1839,300,40,390,15,5,70,95,50,"wifi",130,75,10,"food","bus"
1840,300,45,390,25,20,70,95,50,"food",120,35,10,"wifi","rail"
1841,300,40,420,20,5,50,110,50,"wifi",155,65,20,"no-frills","car"
1842,345,35,420,20,25,60,110,45,"wifi",170,35,15,"no-frills","rail"
1843,250,40,360,30,25,60,95,45,"no-frills",170,45,10,"wifi","rail"
1844,250,40,420,15,10,50,95,40,"no-frills",155,75,25,"wifi","car"
1845,390,35,390,15,5,50,95,40,"wifi",170,35,25,"food","rail"
1846,250,45,420,15,20,90,50,35,"food",140,65,25,"wifi","car"
1847,250,40,390,20,15,90,65,35,"food",170,35,25,"wifi","rail"
1848,300,40,300,30,5,50,65,50,"no-frills",170,65,25,"wifi","car"
1849,390,30,390,15,10,70,95,45,"wifi",130,75,15,"food","air"
1850,345,45,345,35,25,60,95,50,"food",120,45,5,"no-frills","rail"
1851,250,45,390,20,20,90,50,50,"no-frills",120,75,5,"wifi","air"
1852,300,45,420,15,10,50,110,45,"wifi",130,75,15,"food","air"
1853,390,30,420,15,20,90,65,35,"food",130,65,20,"no-frills","air"
1854,250,45,390,15,10,80,65,50,"food",155,45,20,"no-frills","car"
1855,390,40,390,15,10,60,110,35,"wifi",155,65,25,"no-frills","air"
1856,275,40,390,15,5,90,80,40,"food",130,65,20,"no-frills","rail"
1857,275,50,420,20,15,50,80,50,"no-frills",155,35,10,"food","car"
1858,345,50,360,30,20,50,80,55,"wifi",155,45,5,"food","air"
1859,300,30,390,15,5,80,95,45,"food",155,45,25,"no-frills","rail"
1860,300,35,330,30,15,90,65,35,"food",155,45,20,"no-frills","car"
1861,250,50,360,30,25,90,65,35,"food",120,55,25,"wifi","rail"
1862,390,35,390,35,20,70,95,45,"no-frills",120,55,10,"no-frills","air"
1863,390,35,390,35,20,90,50,35,"no-frills",130,75,25,"wifi","rail"
1864,300,30,300,35,10,80,110,40,"food",170,55,25,"wifi","rail"
1865,345,45,345,25,10,90,50,55,"wifi",130,35,5,"food","rail"
1866,390,35,390,35,5,50,80,55,"wifi",155,55,15,"no-frills","air"
1867,300,45,330,35,20,80,95,45,"no-frills",120,55,5,"food","rail"
1868,345,30,420,15,15,60,65,55,"no-frills",170,45,10,"wifi","rail"
1869,250,50,360,20,5,80,80,40,"food",120,45,20,"wifi","rail"
1870,275,35,360,30,15,90,80,35,"wifi",170,35,20,"food","rail"
1871,275,50,420,25,20,70,95,50,"no-frills",120,45,15,"food","rail"
1872,275,50,360,30,15,80,95,35,"no-frills",120,45,20,"wifi","rail"
1873,275,50,360,15,20,50,110,45,"wifi",130,65,15,"food","car"
1874,345,30,360,25,25,60,110,50,"food",140,75,5,"wifi","car"
1875,250,50,420,20,20,60,65,50,"no-frills",130,65,10,"wifi","rail"
1876,390,35,420,20,5,60,50,55,"food",140,55,5,"no-frills","air"
1877,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","rail"
1878,390,30,420,20,15,50,80,55,"wifi",140,55,5,"no-frills","car"
1879,250,50,420,15,25,90,65,45,"no-frills",120,75,5,"food","air"
1880,300,30,390,20,5,70,110,40,"no-frills",155,75,25,"wifi","car"
1881,250,40,330,35,10,90,80,40,"no-frills",170,35,25,"wifi","rail"
1882,275,45,300,30,25,50,95,45,"food",170,35,10,"wifi","rail"
1883,275,50,300,35,5,60,110,40,"wifi",120,75,15,"food","car"
1884,250,45,330,20,10,70,80,45,"no-frills",170,45,20,"wifi","rail"
1885,390,35,420,15,10,50,95,55,"food",140,55,10,"no-frills","car"
1886,345,35,360,30,5,70,110,40,"no-frills",140,45,25,"food","rail"
1887,345,45,390,25,25,80,65,55,"food",120,35,5,"no-frills","rail"
1888,250,50,390,20,15,60,80,55,"no-frills",130,75,15,"food","bus"
1889,275,45,330,30,15,90,65,45,"no-frills",140,65,15,"wifi","bus"
1890,300,45,420,25,15,80,50,50,"no-frills",140,55,10,"food","air"
1891,390,35,390,20,15,50,50,45,"wifi",155,55,15,"food","air"
1892,345,40,390,25,25,60,110,40,"food",130,45,10,"no-frills","car"
1893,345,40,390,25,20,50,80,50,"food",140,45,10,"wifi","rail"
1894,300,50,420,15,20,50,110,45,"wifi",130,75,10,"food","rail"
1895,390,30,420,15,5,60,110,40,"wifi",140,65,25,"no-frills","rail"
1896,345,40,345,35,25,80,80,45,"food",120,45,10,"no-frills","rail"
