Text,Sentiment
Traffic jam from gulberg expy to pine ave,1
Stadium Rd road is now free for bike riders,0
There is huge traffic on indus highway today,1
Traffic jam from garden ave to sahib zada abdul qayyum rd islamabad,1
Stadium Rd road is free now due to emergency,0
Pir Wadhai Mor Flyover is now closed for Havey traffic,1
All clear from Karsaz to shahra-e-Faisal to 3 talwar  Low traffic and very rear public transport #Karachi Time 10:30am,0
Traffic jam from sowan to new lalazar,1
Pir badi is clear at 6 pm,0
Korang Rd to Naval Anchorage Rd road is now free for Havey traffic,0
Airport Rd road is free,0
Islamabad information update  29 May  Today between 1000-1200 hrs Ex-President of Pakistan Mr  Asif Ali Zardari and Mr  Bilawal Bhutto will appear before NAB  They will move from F/8 to NAB Headquarters in a rally  Road blockade/congestion is expected on NADRA Chowk/Blue Area and Constitution Avenue,1
There no jams at chichawatni,0
Mareer chok muree road blocked,1
park road round about closed for traffic,1
Faisal Avenue Flyover is now closed for bike riders,1
There is no jams at g11,0
Madina Town road is now closed for bike riders,1
Zero point to Hanna Rd road is free,0
Range Rd to Marble Rd road is free,0
Kohat bazaar is clear,0
Traffic open from main margalla rd to abdul rasheed rd islamabad,0
Airport Rd road is now closed for light traffic,1
Abdul sattar road is closed heading towards DM,1
Traffic jam from ataturk ave to luqman hakeem rd islamabad,1
Traffic jam from kirthar rd to service road EAST islamabad,1
Traffic jam from main margalla rd to ataturk ave islamabad,1
No sir Too much traffice at jail chowrangi and surrounding area,1
No sir Too much traffice at jail chowrangi and surrounding area,1
The road leading from Rawal Dam roundabout to red zone has also been blocked by placing containers,1
Hanna Rd road is closed now due to emergency,1
Pir Wadhai Mor Flyover is now free for bike riders,0
Traffic jam from service road WEST to service road south i-8 islamabad,1
Bannu Mandan road is clear,0
"PML supporters to take out rally led by former PM Pakistan Mian Nawaz Sharif from Islamabad to Lahore via GT Road on Wednesday, 9th August starting 9am  Route: Punjab House Islamabad - D Chowk - Blue area - Zero Point from where more rallies would join, proceeding towards Faizabad-Murree Road, Saddar and GT road Rawat  Ten welcome points are being established where supporters will greet their leader  This will cause serious traffic delays on the route  Kindly avoid movement on GT road during said rally (9-10 Aug) to avoid being caught in traffic congestion  Plan accordingly & stay safe ",1
There is jam on Kashmir highway,1
Traffic jam from faisal ave to razaq valley rd,1
Bannu cantt road is clear,0
Allama Iqbal Rd to T Chowk road is free now from heavy traffic jam,0
Traffic open from constitution ave to isfahani rd islamabad,0
Massive traffic jam from hub chowki to karachi ! At least two hours required to travel !,1
9th avenue  is opened properly due to proper working of traffic signals,0
Faisal Avenue Flyover is closed due to heavy traffic jam,1
Stuck at zero point for lst 30 mins,1
khanapul is free,0
Japan Rd to Kahuta Rd road is closed,1
Avoid Karsaz heading towards Shahra-e-Faisal  Road blocked,1
Avoid using Lyari Bypas,1
Major road is opened properly due to proper following of lane systems,0
Korang Rd road is closed now due to emergency,1
Traffic jam from khayaban-e-suhrwardy to kashmir highway islamabad,1
Motorway to lhr is blocked due to snow fall,1
Khayaban Sir Syed Rd to Pirwadhai Rd road is closed due to heavy traffic jam,1
Faizabad if closed for all kind of traffic,1
Expressway jam from faizabad to koral,1
Traffic mess at M A Jinnah road and garden,1
Allama Iqbal Rd to T Chowk road is now free for Havey traffic,0
Stadium Rd to Saidpur Rd road is now free for bike riders,0
"Containers have been placed at Dhokri Chowk, Embassy road and Nadra Chowk  The stage will be set at Dhokri Chowk in front of Serena Hotel  Road blockage will be observed ",1
8th avenue Zero Point closed for traffic,1
University road is clear for all kind of traffic,0
Avoid Express Way,1
There is no rush near MH hospital,0
Faisal Avenue Flyover is now free for bike riders,0
Traffic jam on HMC Road due to accident of two motorcycles,1
khanapul to Airport Rd road is now closed for bike riders,1
Luqman Hakeem Rd is free,0
Traffic open from second ave rd to universal road,0
DIVERSION:1  Traffic coming from Numaish to Noorani is diverted towards Ayesha Aziz 2  Traffic from Kashmir road is diverted to take left turn towards Numais,1
Rawal chok is clear today,0
9th avenue is closed due to fog in the morning,1
Neelam road is opened properly because of CCTV monitoring of vehicles,0
Faizabad interchange is closed due to huge traffic jam,1
No jams at corn town,0
Naval Anchorage Rd to Japan Rd road is free now from heavy traffic jam,0
Traffic jam from sachal sarmast road to  service road E islamabad,1
Between 12pm to 3 pm Islamabad express will remain closed  Source: ITP,1
Traffic open from ataturk ave to begum sarfaraz iqbal rd islamabad,0
Kohat road Fateh jang chowk is clear at 3 pm,0
Aabpara Road is blocked due to heavy traffic,1
No traffic at Islamabad highway,0
No jams at Karakoram highway,0
Unidentified people on bikes are forcefully closing the Karimabad Market,1
Stadium Rd road is free,0
Traffic jam from tanoli rd to greens avenue,1
Korang is clear today,0
Shamabad is clear today,0
Down town is clear,0
There is no traffic at i10,0
Traffic open @ Mauripur Road,0
Massive traffic jam reported at Rashid Minhas road infront of Aladdin park,1
Murree road from Rawal Dam towards Kashmir Chowk is clear,0
Why is complete isb highway blocked?,1
Traffic jam from lehtrar road to panjgran link rd,1
Current traffic condition at M T Khan Road ? Unidentified people on bikes are forcefully closing the Karimabad Market,1
Massive traffic jam from hub chowki to karachi !At least two hours required to travel !,1
Khayaban Sir Syed Rd to Pirwadhai Rd road is free now from heavy traffic jam,0
"est areas of Saddar will remain open, you can reach Saddar, II Chundrugar road &Tower via Shahra-e-Faisal Metropole, Lucky Star or Lyari Express way ",0
IJP road is cleared due to shifting of heavy traffic to another road,0
Qurtaba chowk is totally block due to accident,1
IJP road is opened properly due to proper working of traffic signals,0
PIMS service road is now closed for light traffic,1
Kahna pull to koral chok block,1
PIMS service road is free now from heavy traffic jam,0
Faizabad to khanapul road is now free for light traffic,0
Allama Iqbal Rd road is now free for light traffic,0
Traffic jam from main margalla rd to faisal ave islamabad,1
No jams at down town,0
Till Gulberg its clear but from Gulberg onward its jam,1
Saidpur Rd road is free,0
Traffic jam from lehtrar road to faisal ave,1
Traffic jam from garden ave to service road S islamabad,1
"If cming frm bahria or DHA, cross sadar straight on peshawar rd, take right towards IJP through under pass of bridge  Thn left from mandi morr towards islamabad police lines and straight to kashmir highway  U r clear nw",0
Traffic open from service road EAST to mir chakar khan rd islamabad,0
Traffic jam on Major Road due to accident of two motorcycles,1
Traffic open from muncipal rd to shaheed-e-millat rd islamabad,0
No jams at tarsal,0
No traffic at I9,0
Traffic open from faisal ave to swan rd,0
Traffic open from koral town rd to hassan town road,0
traffic jam due to traffic signal not working on adam G road Lahore,1
Khanna Pul to Faizabad Expressway road will remain closed for both sides of traffic,1
From f7 towards zero piont dead slow,1
Dhoke Hassu to Range Rd road is free now due to emergency,0
Traffic jam reported in front of Parking plaza,1
Atta turk Aveniue closed for traffic after car acceident,1
There is jam at rawat,1
Stadium Rd road is now closed for light traffic,1
There no traffic at thandiani,0
Major road is opened properly due to proper working of traffic signals,0
F-11/3 markaz road is all clear no heavy traffic,0
Traffic jam from muncipal rd to khayaban-e-suhrwardy rd islamabad,1
Traffic open from jaffar khan openali rd to faiz ahmed faiz islamabad,0
Ijp full blocked till westridge,1
Stadium Rd road is closed,1
Traffic jam from hilal rd W to nazim-ud-din rd islamabad,1
Major Road is blocked due to Colliding of two trucks,1
HMC road is cleared due to shifting of heavy traffic to another road,0
Too much trfic at parking plaz,1
GT road near fauji foundation college block both sides,1
Saddar is temporally blocked due to heavy rain water,1
Khayaban Sir Syed Rd road is now free for Havey traffic,0
There is traffic jam on Khasmir Higway,1
G8 have no traffic at the movement,0
Saddar is opened due to clearance of traffic,0
Airport road have no jams,0
GT road is clear,0
Pirwadhai Rd to Dhoke Hassu road is free now due to emergency,0
Airport road to Gulberg Underpass is closed now due to emergency,1
Traffic open from Urdu University till jail Chowrangi,0
Avoid using Lyari Bypass,1
Madina Town road is closed,1
Bannu lucky gate have no traffic,0
express highway from gulberg to pims is clear for traffic,0
Traffic problems are being faced at International Islamic University Islamabad gate no at 8 AM because the other gates are closed,1
Traffic jam at Burns Road  #Karachi Time 5:30pm,1
Traffic open from pitras bukhari to sahib zada abdul qayyum rd islamabad,0
Traffic open from nipa to jauhar mor,0
Traffic open from garden ave road to sports board rd islamabad,0
Khayaban Sir Syed Rd road is closed now due to emergency,1
Worst traffic jam on express way,1
Traffic open from sudran road to madina town rd,0
Rawat kahuta is clear,0
Traffic jam at murree road because underpass is under construction,1
Zero point to Faizabad road is now free for Havey traffic,0
Feels like colonial times  Masses on roads in traffic jams  Royals having a jolly good time  Please avoid highway,1
Saidpur Rd road is closed,1
Traffic jam from service road WEST to service road S islamabad,1
Neelam road is closed due to bus accident on the way,1
Traffic open from 7th ave to kashmir highway islamabad,0
No jams at rawul chok,0
Traffic jam from ahmed faraz rd to nazim-ud-din rd islamabad,1
AlamChowk road is closed due to cars accident,1
Westridge is closed due to fog in the morning,1
Murre is clear now,0
Kahuta Rd road is now closed for light traffic,1
khanapul is now free for light traffic,0
From Naval Anchorage towards kakpull heavy traffic jam,1
Traffic open at SITE Area due to barriers,0
Pir Wadhai Mor Flyover is closed,1
Traffic open from hilal rd W to hamza rd islamabad,0
Traffic open from service rd W to hamza rd islamabad,0
Faizabad and old airport road closed due to vip protocol,1
Khunda have no traffic at the movement,0
There is heavy traffic jam in Islamabad,1
Traffic is open near to Naval Anchorage,0
Zero point to Faizabad road is free now due to emergency,0
Fifth road is clear,0
Range Rd road is free now from heavy traffic jam,0
"Faizabad closed: As per new reports from Islamabad Traffic, Faizabad has been closed off again from all sides ",1
Marble Rd road is closed now due to emergency,1
Traffic open from gulberg expy to margalla ave,0
Traffic jam from university rd to 3rd ave rd islamabad,1
Traffic jam on faizabad due to strike,1
Faisal Avenue Flyover is free now due to emergency,0
Gulberg Underpass to Madina Town road is now free for bike riders,0
Traffic jam from gulberg expy to main ave,1
Traffic open from abbasi rd to darbar rd,0
9th avenue  is opened by administration due to more traffic on other road,0
khanapul to Airport Rd road is now free for light traffic,0
the road towards E11/3 is open now,0
teen talwar and do talwar are also open for traffic,0
Zero Point on Express Highway and Kashmir Highway are blocked due to PTI rally,1
There is traffic at sadar,1
Hanna Rd road is now closed for Havey traffic,1
Traffic jam from main margalla rd to rafiqui rd islamabad,1
"Traffic jam from Urdu University till jail Chowrangi  Take alternative route, stadium road",1
khanapul is closed due to heavy traffic jam,1
Traffic open from Zaibunnissa Street near Electronic Market,0
Traffic openat Raaisal Avenue open From Zeropoint towards Faizabad Interchange,0
Faizabad to khanapul road is free now due to emergency,0
Range Rd to Marble Rd road is closed due to heavy traffic jam,1
F11- G11 service road point closed for traffic,1
PIMS Ibn-e-sina road is now closed for light traffic,1
Jinnah avenue for punjab express is closed due to heavy traffic,1
Faizabad to khanapul road is now free for Havey traffic,0
Traffic open from ahmed faraz rd to nazim-ud-din rd islamabad,0
Traffic jam from park rd to lehtrar rd,1
Expressway in front of Korang Town Society is closed for traffic at the moment,1
Normal traffic on 6th road at near commercial market,0
Faisal Avenue Flyover is free,0
Rafiq road have no jams,0
"Murree Road Turn towards Banni Chowk, Kohati Market Road is closed for traffic",1
Faizabad to Stadium Rd road is now closed for light traffic,1
Khayaban Sir Syed Rd road is now free for light traffic,0
Range Rd road is now closed for light traffic,1
Zero point is clear,0
Kahuta Rd road is now closed for Havey traffic,1
Pirwadhai Rd road is closed,1
"daily traffic congestion occur from Gulberg Islamabad to Naval Anchorage since long for many years, the file and project is either under discussion or approval     ",1
Zero point to Faizabad road is now free for bike riders,0
Traffic open at muhammad tifial niazi road G-9 islamabad,0
Too much traffic at parking plaza,1
Pirwadhai Rd to Dhoke Hassu road is closed,1
khanapul is now closed for bike riders,1
Rajah bazar is  clear at 7 pm,0
Roomi Rd road is closed now due to emergency,1
Traffic ?? jam from urdu University to civic center,1
"D Chowk To Faiz Abad is blocked, Plan accordingly your travel",1
Traffic openat Islamabad high way at PWD society,0
In front of TF complex 2:00pm 21-10-2019 traffic jam due to accident,1
HMC road is opened due to clearance of traffic,0
Airport Rd road is closed now due to emergency,1
Muree road is open for traffic,0
There no traffic at dir,0
Kahuta Rd to Allama Iqbal Rd road is now closed for bike riders,1
"Heavy traffic jam on Murree road, avoid this route and use alternate routes",1
All roads are blocked tomorrow due to protest so do not get out of home near faizabad the situation is out of control,1
Kashmir Highway is blocked,1
Traffic open from kashmir highway to khayaban-e-suhrwardy rd islamabad,0
Traffic jam from lehtrar road to madina town rd,1
Siri paye is clear at the movement,0
"Avoid FTC, Kashmir road and Shahrah e Faisal",1
Kahuta Rd road is now free for Havey traffic,0
Peshawar morr is clear,0
No jams at Sindh highway,0
Traffic open from aun muhammad rd to sawan rd islamabad,0
G5 have no traffic at the movement,0
"Stuck in traffic since more than hour  Pls kill me now  Thank you #Ideas2014, all hail to you  -_- — feeling annoyed",1
Traffic block near alshifa and beacon house,1
Peshawer kohat road is clear for travel,0
Dhoke Hassu road is now closed for light traffic,1
Kurram road is opened properly due to proper working of traffic signals,0
Traffic jam from jail Chowrangi towards university roa,1
Traffic jam from ahmed faraz rd to sumbul rd islamabad,1
Traffic jam from service road EAST to sahib zada abdul qayyum rd islamabad,1
Muree road is monitored by traffic police personnel working there,0
Westridge is opened properly due to proper following of traffic rules,0
Defence road is clear,0
Heavy traffic near Lake view park because of Pakwheel car show at Sunday,1
Around1600hrs: PTI women wing will organise a protest in front of National Press Club F-6 Islamabad in support of Chairman PTI  Around 1200hrs All Parties Hurriyat Conference will protest in front of Shams gate Diplomatic Enclave against the illegal detention of Hurriyat Leaders by Indian Armed Forces in Indian Administered Kashmir  Kindly avoid the area and use alternate routes,1
Expressway blocked for security reasons  Avoid express way,1
Mall road is block due to traffic jam,1
7th avenue is blocked due to shia community protests,1
Airport Rd road is now free for Havey traffic,0
Allama Iqbal Rd to T Chowk road is closed now due to emergency,1
Traffic jam from faqir aipee rd to laila rd islamabad,1
Saddar is closed due to route in both ways,1
Traffic open from khanna link road to link road,0
Korang Rd to Naval Anchorage Rd road is now free for bike riders,0
Traffic open from park rd to park enclave road,0
"Due to protest against encroachment at Johar Chowrangi, road is closed for traffic",1
Peshawar road blocked,1
Airport road to Gulberg Underpass is now closed for Havey traffic,1
Korang Rd road is now free for Havey traffic,0
Kurram road is closed due to Chehlum Procession,1
Allama Iqbal Rd to T Chowk road is now closed for Havey traffic,1
Pirwadhai Rd road is now free for bike riders,0
Golra More closed for traffic,1
Traffic open from service road EAST to sahib zada abdul qayyum rd islamabad,0
Indus high way is clear today,0
Traffic open from aun muhammad rizvi rd to  ibn-e-sina rd islamabad,0
Allama Iqbal Rd road is free now due to emergency,0
Allama Iqbal Rd road is now closed for light traffic,1
Traffic jam from service road WEST to tipu sultan rd islamabad,1
Japan Rd road is now free for bike riders,0
Traffic open from service road south to tipu sultan rd islamabad,0
Protest at Kalapul causing traffic jam at korangi road and shahrah-e-faisal,1
Traffic open from murre road to kashmir highway islamabad,0
Marble Rd to Roomi Rd road is closed,1
G-8 markaz clear for all kind of traffic,0
Madina Town to Korang Rd road is closed now due to emergency,1
PIMS Ibn-e-sina road is now closed for bike riders,1
Naval Anchorage Rd to Japan Rd road is closed due to heavy traffic jam,1
AlamChowk road is opened properly because of CCTV monitoring of vehicles,0
"Please avoid road towards chur chowk westridge  For movement to motorway use Islamabad highway  Roads still closed indefinitely, due to moharram here and diverted towards streets in westridge ",1
Traffic jam from sada G road to darbar rd,1
No traffic at g 15,0
Traffic open from park rd to royal ave,0
Zero point have no rush,0
traffic jam on Islamabad express highway near gulberg,1
Shahra e faisal locked down from Drig road  Association of Builders & Developers are protesting near Karsaz & water board office  Insane traffic jam around Drig road and Shahra e faisal area  Avoid this route,1
Traffic jam from park enclave road to jinnah ave,1
9th avenue  is opened properly due to proper following of traffic rules,0
Muree road is opened from 4pm to 6 pm in the evening,0
Kahuta Rd road is now free for bike riders,0
Traffic open from tanoli rd to greens avenue,0
Liyari express way karachi to Hyderabad both roads are closed for traffic  Traffic is being diverted to Al asif square towards Abu-Al-Hassan Asfahani road,1
Flow of traffic is badly effected at Ala-Din Park Gulsha,1
Muree road is opened by administration due to more traffic on other road,0
Stadium Rd to Saidpur Rd road is free,0
Traffic open from park rd to tariqabad rd,0
Traffic jam from nipa to lucky one mall,1
T Chowk road is free,0
Marble Rd to Roomi Rd road is now closed for bike riders,1
G-6 markaz is also closed for traffics,1
HMC Road is blocked due to Colliding of two trucks,1
Range Rd road is now free for Havey traffic,0
Traffic open from faqir aipee rd to laila rd islamabad,0
Bhara Kaho on Murree Road coming from Murree to Islamabad are blocked due to PTI rally,1
Dhoke Hassu to Range Rd road is now closed for light traffic,1
Westridge is blocked due to Colliding of two trucks,1
Saddar is closed due to political party protest,1
"een Talwar, Star Gate at Shahrah-e-Faisal, Numaish, Liaquatabad No 10, Sohrab Goth, Korangi No 5, Bara Board, Baldia No 4, Ranchor Line, Shoe Market, and New Karachi have been blocked for traffic",1
There no traffic at gt road,0
DHA road is clear people can easily pas DHA and can enter to Bahria phase 7 at 10 AM,0
9th Avenue entrance Kashmir highway closed for traffic,1
"Khatam e Nabuwat rally reached Islamabad last night and stayed at Faizabad interchange  Approx 3500 participants in rally  Nadra Junction, Serena Junction, Serena Chowk adjacent Kashmir Highway, Jinnah Avenue (China Chowk), Faizabad Bridge (Murree road on Rawalpindi side) and Rawal Chowk, Dhokri Chowk and Kashmir Gate (1) are blocked with containers",1
AlamChowk road is closed due to Chehlum Procession,1
Gulberg Underpass is now free for light traffic,0
Saidpur Rd road is now free for bike riders,0
Saidpur Rd road is now closed for bike riders,1
Gulberg Underpass to Madina Town road is free now due to emergency,0
Stadium Rd road is now free for Havey traffic,0
There is jam at mandhi morr,1
Traffic mess at M A Jinnah road and garden,1
Traffic open from main margalla rd to aurangzeb rd islamabad,0
Range Rd to Marble Rd road is now free for Havey traffic,0
Marble Rd to Roomi Rd road is closed due to heavy traffic jam,1
Traffic open from luqman hakeem rd to shaheed-e-millat rd islamabad,0
No rush at town bannu,0
Basal Chowk is blocked due to heavy traffic,1
Both sides will remain closed for traffic from Kalsoom Hospital Jinnah Avenue towards Express Chowk  Commuters should use Nazim-ud-Din Road and Margalla Road,1
Airport Rd road is closed,1
9Aveniue is closed for all kind of traffic,1
Traffic jam from nusrat fateh ali khan to mir chakar khan rd islamabad,1
There would be more traffic at Damn-e-koh road tomorrow because of Eid,1
Pir Wadhai Mor Flyover is now free for light traffic,0
No rush at commercial chichawatni,0
Bannu norang road is clear,0
Traffic jam at faqir aipee road H-11 kashmir highway islamabad,1
New Airport road is closed for traffic,1
Traffic jam from gamal abdul naseer road to kashmir highway islamabad,1
Traffic jam from A K fazal-ul-haq rd to shaheed-e-millat rd islamabad,1
Traffic jam at shahrah e faisal due to car caught fire,1
Airport road is blocked due to heavy vechiles broke down,1
Sadar main road is close due to some clash between the police and shopkeepers so use some alternative road to pass Sadar area,1
Traffic open from parbat rd to nazim-ud-din rd islamabad,0
Traffic jam from jinnah ave to ibn-e- sina rd islamabad,1
T Chowk road is free now from heavy traffic jam,0
The slip road towards I-8 is too quite,0
"Islamabad Expressway has been pretty much the same as it was before Ramzan, if not worse  Trucks breaking down in the middle of the road, violating lane discipline, causing horrible traffic jams",1
Stadium Rd to Saidpur Rd road is now free for light traffic,0
Hanna Rd road is free now from heavy traffic jam,0
T Chowk road is now closed for Havey traffic,1
Accident near Naval Anchorage  May ALLAH keep the passengers safe,1
Traffic open at Faizabad,0
No traffic at chaklala,0
G 15 is clear,0
"Dhoke Kala Khan, Tramri Chowk and Karal Chowk are open for traffic ",0
Naval Anchorage Rd to Japan Rd road is now closed for light traffic,1
Japan Rd to Kahuta Rd road is now closed for Havey traffic,1
Garden Ave Flyover is now closed for light traffic,1
Traffic jam from jaffar khan jamali rd to faiz ahmed faiz islamabad,1
Madina Town to Korang Rd road is now closed for Havey traffic,1
Gulberg Underpass is free now due to emergency,0
Capt  Naeem Tufail Shaheed Chowk (Tramri Chowk) is closed for traffic at the movement,1
HMC road is opened from 4pm to 6 pm in the evening,0
Top city have no rush,0
Traffic jam reported at stadium road,1
Korang Rd to Naval Anchorage Rd road is closed,1
Naval Anchorage Rd road is now closed for light traffic,1
Stadium Rd to Saidpur Rd road is free now from heavy traffic jam,0
Faisal Avenue Flyover is now free for Havey traffic,0
Traffic jam from hilal rd W to hamza rd islamabad,1
Airport Rd road is now free for light traffic,0
Traffic jam from service road south to tipu sultan rd islamabad,1
Range Rd road is now closed for bike riders,1
Shahre Faisal fully open from Drigh road to Karsaz Flyover,0
"After Zohar prayers, roads blocked with containers from Society signal towards Norrani kabab DIVERSION:1  Traffic coming from Numaish to Noorani is diverted towards Ayesha Aziz 2  Traffic from Kashmir road is diverted to take left turn towards Numais",1
There is no jams on pir badi morr,0
HMC road is opened properly due to proper following of lane systems,0
There no traffic at quid e azam university,0
No jams at Pakistan town,0
"Dhoke Kala Khan, Tramri Chowk and Karal Chowk are blocked",1
Pirwadhai Rd to Dhoke Hassu road is now closed for Havey traffic,1
Traffic open from aun muhmmad rizvi road to sawan road  islamabad,0
Saddar is opened by administration due to more traffic on other road,0
Stadium Rd road is now closed for bike riders,1
There no traffic at g9,0
Korang Rd to Naval Anchorage Rd road is free now from heavy traffic jam,0
Rajah market have no jams,0
express way open for traffic from i-8 to PWD,0
#TrafficKHI Maripur road is closed for traffic due to protest by residents of machar colony against anti encroachment operatio,1
Look at His/Her parking sense Jamming the whole traffic Near beacon house school I9 service road Islamabad,1
G-8 markaz closed for all kind of traffic,1
HMC road is closed due to route in both ways,1
Kohat and bannu road is clear today,0
Traffic jam from hill rd to school rd islamabad,1
Pirwadhai Rd to Dhoke Hassu road is now free for bike riders,0
9th Avenue from IJP Road to Faizabadwill remain close for both sides of traffic,1
Islamabad highway is blocked from zero point towards Faizabad! use altternate route of H8 for your comfort,1
Naval Anchorage Rd road is now free for light traffic,0
No rush at fateh jung,0
Airport road to Gulberg Underpass is now closed for bike riders,1
Allama Iqbal Rd road is closed,1
No jams at Kashmir highway,0
Neelam road is opened from 4pm to 6 pm in the evening,0
#TrafficKH,1
Zero point to Faizabad road is now closed for light traffic,1
Traffic jam from luqman hakeem rd to shaheed-e-millat rd islamabad,1
There is jam at i8,1
Traffic open from service road WEST to service road S islamabad,0
Fateh jang to jand road is clear after 6AM,0
Behria town is clear,0
Double road is clear at 12 pm,0
Saddar is closed due to emergency situations in the morning,1
Gulberg Underpass is free,0
Zero point to Hanna Rd road is closed,1
No traffic at kahana Pol,0
G-10 markaaz is also clear for traffic,0
Traffic open from murre rd to garden ave islamabad,0
I-10 markaz is clear for all kind of traffic,0
Traffic jam from 7th ave to sadar rd islamabad,1
Traffic open from municipal rd to sadar rd islamabad,0
"Reports for Traffic jam at Shahrah e Faisal, M A Jinnah Road, Empress Market and Saddar because some of the traffic signals aren't working",1
Muree road is opened properly due to proper working of traffic signals,0
Japan Rd road is free now from heavy traffic jam,0
Traffic jam from nusrat fateh ali khan to tipu sultan rd islamabad,1
AlamChowk road is opened only to heavy traffic,0
HMC road is opened properly because of CCTV monitoring of vehicles,0
Kurram road is closed due to fog in the morning,1
Traffic open at service road south G-11 kashmir highway islamabad,0
Westridge is opened from 4pm to 6 pm in the evening,0
No rush at lorabad,0
"Due to Atif's concert, traffic jam from nipa to jauhar chowrang",1
hows the situation on jail chowrangi now?? is traffic flow normal there?,1
AlamChowk road is opened from 4pm to 6 pm in the evening,0
Faizabad to khanapul road is now closed for Havey traffic,1
Now Faizabad Interchange is open for the bikers,0
Norang road have no jams today,0
Karhana bazar is clear now,0
There no traffic at shogran,0
Dhoke Hassu to Range Rd road is now free for Havey traffic,0
Soan garden signnal have no traffic,0
traffic jam due to accident on kashmir highway,1
G15 is clear,0
Dhoke Hassu to Range Rd road is now closed for Havey traffic,1
Roomi Rd road is now closed for Havey traffic,1
Hanna Rd road is now closed for bike riders,1
"Road from mazar e Quaid towards norani kabab is blocked, due to protest at shahrah e quaideen by JUI F",1
Traffic jam from garden ave road to sports board rd islamabad,1
Traffic jam at SITE Area due to barriers,1
Traffic open from gulberg expy to service road W,0
Traffic open from garden ave to service road S islamabad,0
raffic open at shahrah e faisal,0
Japan Rd road is closed due to heavy traffic jam,1
"Rally under the leadership of Shahid Ghafoor Paracha, President of Trader union of Rawalpindi from Murree Road towards Zia Ul Uloom- 6th Road, D-Block Rawalpindi  The road block due to tally and alot of people stuck in traffic ",1
I8 is clear at 1pm,0
Serena Chowk on Kashmir Highway are blocked due to PTI rally,1
Traffic open from jinnah ave to ibn-e- sina rd islamabad,0
A K  Fazl-ul-Haq Rd is free now from heavy traffic jam,0
Kurram road is opened properly because of CCTV monitoring of vehicles,0
Kohat bannu road have no rush,0
E-9 road is clear for any kind of traffic,0
Khayaban Sir Syed Rd road is now closed for light traffic,1
Please avoid Zainab Market #Sadder for now  Traffic jammed due to protests  #Karachi Time: 2:30pm,1
Westridge is closed due to bus accident on the way,1
Mithyal Chowk is clear,0
Traffic open from ahmed faraz rd to main margalla rd islamabad,0
No jams at tramri chok,0
the roads clear from IJP to 9th avenue to F11,0
Saddar is opened properly due to proper following of traffic rules,0
There is no traffic at shah bagh,0
Textile is clear at the movement,0
Traffic jam from aun muhmmad rizvi road to sawan road  islamabad,1
Zero point to Faizabad road is now closed for Havey traffic,1
GT road is closed for all kind of traffic,1
KPT underpass is closed   From 3 talwar to 2 Talwar,1
Korang Rd to Naval Anchorage Rd road is free now due to emergency,0
Saidpur Road is blocked due to protestants,1
Hanna Rd road is closed due to heavy traffic jam,1
Traffic open from main margalla rd to constitution ave islamabad,0
Texila is clear at the movement,0
AlamChowk road is cleared due to shifting of heavy traffic to another road,0
IJP road is closed due to Chehlum Procession,1
Traffic open at faqir aipee road H-11 kashmir highway islamabad,0
You may avoid unnecessary travel toward kaak pul due to an accident and severe traffic jam,1
Marble Rd to Roomi Rd road is free,0
Traffic jam from khanna link road to ziyarat rd,1
Allama Iqbal Rd to T Chowk road is free now due to emergency,0
Pirwadhai Rd to Dhoke Hassu road is now free for light traffic,0
Major road is closed due to route in both ways,1
"Today Is Route Day(of Afghan President)   !! Traffic jam At faizabad, Murree Road, IJP, Park Road , Expressway from Islamabad till koral and other roads linking to Expressway",1
Traffic open from sada G road to darbar rd,0
Kurram road is opened properly due to proper following of lane systems,0
traffic jam in mandi mour,1
Road is closed for traffic at star gate towards city,1
Traffic jam from jaffar khan jamali rd to service road S islamabad,1
Neelam road is opened due to clearance of traffic,0
Anyone has any idea why highway is blocked for traffic leaving i8? Blocked from faizabad as well,1
Faizabad to khanapul road is now closed for bike riders,1
TLP Sit-in/Dharna underway in front of Punjab Assembly,1
"Hub Rivers road Baldia# 04, both roads are closed for traffic, Traffic from Sher Shah is diverted From Baldia traffic section to Labour Square and traffic from Mawach Goth is diverted to 24 Market",1
Saidpur Rd to Khayaban Sir Syed Rd road is free now from heavy traffic jam,0
No traffic at liaqat road,0
Madina Town road is now closed for light traffic,1
Traffic open from gamal abdul naseer road to kashmir highway islamabad,0
Faisal Avenue Flyover is now closed for Havey traffic,1
Massive traffic jam reported at Rashid Minhas road infront of Aladdin park,1
Traffic jam at ijp,1
way towards murree is totally traffic jam due to snowfall,1
Gulberg Underpass is closed due to heavy traffic jam,1
There no traffic at jinnah avenue,0
KPT underpass is closed   From 3 talwar to 2 Talwa,1
Kurram road is opened by administration due to more traffic on other road,0
Raja Bazar is clear at 12 pm,0
Traffic jam from khanna link road to link road,1
Zero point to Hanna Rd road is now free for bike riders,0
Westridge is opened properly because of CCTV monitoring of vehicles,0
Garden Ave Flyover is now closed for bike riders,1
Allama Iqbal Rd road is now closed for bike riders,1
Lahore motorway road is close due to fog,1
H-8 kabristan road  is closed for all kind of traffic due to jam,1
No traffic at khariyan road,0
Khanna Bridge on Express Highway coming from Lahore to Islamabad are blocked due to PTI rally,1
No traffic at shamsabad,0
clear from Blue area to khana pull,0
